date,country,age,sex,fatal,activity,type
,USA,,M,N,swimming,Unprovoked
,NEW ZEALAND,,,N,other activity,
December,,37.0,M,N,swimming,Unprovoked
December,SOUTH AFRICA,19.0,M,N,surfing,Unprovoked
December,,35.0,M,N,fishing,Unprovoked
December,USA,29.0,M,N,surfing,Unprovoked
December,USA,30.0,M,N,surfing,Unprovoked
December,AUSTRALIA,26.0,M,N,surfing,Unprovoked
December,USA,57.0,M,Y,fishing,Unprovoked
November,AUSTRALIA,19.0,M,Y,surfing,Unprovoked
November,USA,58.0,F,N,swimming,Unprovoked
November,AUSTRALIA,35.0,M,Y,surfing,Unprovoked
November,USA,25.0,M,N,surfing,Unprovoked
November,AUSTRALIA,,M,N,surfing,Unprovoked
November,,77.0,M,N,fishing,Provoked
November,USA,16.0,M,N,surfing,Unprovoked
November,USA,,M,N,surfing,Unprovoked
October,USA,46.0,M,N,surfing,Unprovoked
October,AUSTRALIA,60.0,F,N,swimming,Unprovoked
October,,24.0,M,N,surfing,Unprovoked
October,AUSTRALIA,,M,N,swimming,Unprovoked
October,AUSTRALIA,41.0,M,N,surfing,Unprovoked
October,USA,45.0,M,N,swimming,Unprovoked
October,USA,25.0,M,N,surfing,Unprovoked
October,USA,6.0,M,N,Close to the water,Unprovoked
October,SOUTH AFRICA,74.0,M,Y,swimming,Unprovoked
October,AUSTRALIA,55.0,M,N,swimming,Unprovoked
October,USA,45.0,M,N,surfing,Unprovoked
October,USA,12.0,M,N,Close to the water,Unprovoked
September,USA,50.0,M,N,surfing,Unprovoked
September,,27.0,M,N,swimming,Unprovoked
September,USA,7.0,M,N,Close to the water,Unprovoked
September,USA,45.0,M,N,swimming,Unprovoked
September,USA,,M,N,surfing,Unprovoked
September,USA,21.0,M,N,swimming,Unprovoked
September,USA,13.0,F,N,surfing,Unprovoked
September,USA,,F,,other activity,Unprovoked
September,USA,43.0,M,N,surfing,Provoked
September,USA,25.0,M,N,Close to the water,Unprovoked
September,USA,17.0,M,N,swimming,Unprovoked
September,USA,3.0,M,N,other activity,Provoked
September,,,M,N,other activity,Unprovoked
September,USA,9.0,M,N,other activity,Unprovoked
August,,,M,N,fishing,Unprovoked
August,USA,,M,N,swimming,Unprovoked
August,USA,47.0,F,,swimming,
August,,50.0,M,N,fishing,Provoked
August,USA,11.0,F,N,surfing,Unprovoked
August,AUSTRALIA,,M,N,other activity,Unprovoked
August,USA,16.0,M,N,surfing,Unprovoked
August,USA,,F,N,surfing,Unprovoked
August,USA,20.0,F,Y,swimming,Unprovoked
August,USA,19.0,F,N,surfing,Unprovoked
August,USA,10.0,M,N,surfing,Unprovoked
August,SOUTH AFRICA,,M,N,other activity,Unprovoked
August,USA,17.0,M,N,fishing,Unprovoked
July,USA,56.0,F,N,swimming,Unprovoked
July,USA,32.0,M,N,swimming,Unprovoked
July,,40.0,M,N,fishing,Unprovoked
July,,,F,N,Close to the water,Unprovoked
July,USA,18.0,M,N,surfing,Unprovoked
July,,64.0,M,N,other activity,Unprovoked
July,,50.0,M,N,swimming,Unprovoked
July,,18.0,F,Y,swimming,Unprovoked
July,USA,50.0,F,N,Close to the water,Unprovoked
July,USA,,M,N,swimming,Unprovoked
July,,15.0,F,Y,swimming,Unprovoked
July,,33.0,M,Y,swimming,Unprovoked
July,USA,63.0,F,N,Close to the water,Unprovoked
July,,48.0,M,,swimming,
July,AUSTRALIA,29.0,M,N,surfing,Unprovoked
June,,,M,N,fishing,Unprovoked
June,,20.0,M,,other activity,
June,USA,,M,N,fishing,
June,USA,,M,N,swimming,Unprovoked
June,USA,14.0,M,N,swimming,Unprovoked
June,USA,28.0,M,N,swimming,Unprovoked
June,USA,15.0,M,N,swimming,Unprovoked
June,SOUTH AFRICA,,M,N,surfing,Unprovoked
June,USA,,F,N,surfing,Unprovoked
June,USA,10.0,F,N,surfing,Unprovoked
June,USA,58.0,M,N,fishing,Provoked
June,AUSTRALIA,,M,N,surfing,Unprovoked
May,USA,32.0,M,N,swimming,Unprovoked
May,USA,11.0,M,N,swimming,Unprovoked
May,,41.0,M,Y,other activity,Unprovoked
May,,30.0,M,N,fishing,Provoked
May,,29.0,M,N,surfing,Unprovoked
May,USA,42.0,M,,surfing,
May,,36.0,M,Y,surfing,Unprovoked
May,USA,16.0,M,N,surfing,Unprovoked
April,AUSTRALIA,,M,N,fishing,Provoked
April,,34.0,F,N,swimming,Unprovoked
April,AUSTRALIA,51.0,M,N,fishing,Unprovoked
April,USA,9.0,M,N,other activity,Unprovoked
April,SOUTH AFRICA,,M,N,swimming,Unprovoked
April,USA,21.0,M,N,surfing,Unprovoked
April,,40.0,M,Y,other activity,Unprovoked
April,,53.0,M,N,surfing,Unprovoked
April,USA,50.0,M,N,swimming,Unprovoked
April,AUSTRALIA,24.0,M,,other activity,
April,USA,58.0,M,N,surfing,Unprovoked
March,AUSTRALIA,47.0,M,,surfing,
March,,34.0,M,N,swimming,Unprovoked
March,,,F,N,swimming,Unprovoked
March,,50.0,M,N,fishing,Unprovoked
March,SOUTH AFRICA,30.0,M,N,fishing,Provoked
March,SOUTH AFRICA,,M,N,surfing,Unprovoked
March,,68.0,M,Y,fishing,Unprovoked
March,AUSTRALIA,28.0,M,N,fishing,Unprovoked
March,,27.0,M,N,swimming,Unprovoked
March,SOUTH AFRICA,39.0,M,N,swimming,Unprovoked
February,NEW ZEALAND,46.0,M,Y,swimming,Unprovoked
February,USA,,,N,surfing,Unprovoked
February,USA,,M,N,surfing,Unprovoked
February,USA,16.0,M,N,surfing,Unprovoked
February,,48.0,M,N,swimming,Unprovoked
February,,18.0,M,N,other activity,Unprovoked
January,AUSTRALIA,,M,N,fishing,
January,AUSTRALIA,,M,N,surfing,Unprovoked
January,AUSTRALIA,62.0,M,,other activity,
January,USA,43.0,M,N,surfing,Unprovoked
January,NEW ZEALAND,,M,N,fishing,Unprovoked
January,AUSTRALIA,26.0,M,N,swimming,Unprovoked
December,USA,,M,N,swimming,Unprovoked
December,AUSTRALIA,23.0,M,N,surfing,Unprovoked
December,AUSTRALIA,29.0,M,N,surfing,Unprovoked
December,SOUTH AFRICA,20.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,32.0,M,N,surfing,Unprovoked
December,USA,60.0,M,N,surfing,Unprovoked
December,AUSTRALIA,31.0,M,N,fishing,Unprovoked
December,NEW ZEALAND,25.0,F,N,swimming,Unprovoked
November,USA,61.0,M,N,swimming,Unprovoked
November,AUSTRALIA,20.0,M,,other activity,
November,,32.0,M,Y,swimming,Unprovoked
November,USA,14.0,M,N,surfing,Unprovoked
November,USA,30.0,M,N,swimming,Unprovoked
November,USA,43.0,M,N,surfing,Unprovoked
October,USA,25.0,M,N,surfing,Unprovoked
October,USA,51.0,F,N,swimming,Unprovoked
October,USA,39.0,M,Y,surfing,Unprovoked
October,USA,35.0,F,N,other activity,Unprovoked
October,USA,24.0,M,N,surfing,Unprovoked
October,USA,55.0,M,N,surfing,Unprovoked
October,USA,,M,,other activity,
October,,38.0,F,N,Close to the water,Unprovoked
October,USA,42.0,M,N,surfing,Unprovoked
October,AUSTRALIA,11.0,M,N,surfing,Unprovoked
September,USA,21.0,M,N,surfing,Unprovoked
September,USA,22.0,M,N,surfing,Unprovoked
September,USA,52.0,M,N,surfing,Unprovoked
September,,29.0,F,N,swimming,Unprovoked
September,USA,19.0,,N,surfing,Unprovoked
September,USA,25.0,M,N,surfing,Unprovoked
September,USA,,M,N,swimming,Unprovoked
September,USA,,M,N,surfing,Unprovoked
September,USA,37.0,M,N,surfing,Unprovoked
September,USA,32.0,M,N,surfing,Unprovoked
September,USA,8.0,F,N,surfing,Unprovoked
September,USA,,,N,fishing,Provoked
September,USA,56.0,F,N,swimming,Unprovoked
August,,53.0,M,N,fishing,Provoked
August,AUSTRALIA,34.0,M,N,surfing,Unprovoked
August,,18.0,M,Y,swimming,Unprovoked
August,USA,31.0,M,N,swimming,Unprovoked
August,AUSTRALIA,,,N,fishing,
August,USA,56.0,M,N,swimming,Unprovoked
August,,39.0,M,N,surfing,Unprovoked
August,,,M,N,fishing,Unprovoked
July,USA,17.0,M,N,surfing,Unprovoked
July,AUSTRALIA,48.0,M,N,surfing,Unprovoked
July,USA,44.0,M,N,surfing,Unprovoked
July,USA,50.0,M,N,surfing,Unprovoked
July,USA,12.0,M,,other activity,
July,,22.0,M,Y,surfing,Unprovoked
July,,24.0,M,,swimming,
July,,23.0,F,,surfing,
July,AUSTRALIA,24.0,M,Y,surfing,Unprovoked
July,USA,43.0,F,N,swimming,Unprovoked
July,,,M,N,fishing,Unprovoked
July,AUSTRALIA,42.0,F,,swimming,
July,USA,52.0,M,N,vessel related,
July,SOUTH AFRICA,29.0,M,N,surfing,Unprovoked
June,,60.0,,,swimming,
June,USA,6.0,M,N,swimming,Unprovoked
June,USA,26.0,M,N,surfing,Unprovoked
June,USA,16.0,F,N,Close to the water,Unprovoked
June,AUSTRALIA,,M,N,surfing,Unprovoked
June,USA,12.0,M,N,swimming,Unprovoked
June,AUSTRALIA,62.0,M,N,vessel related,Unprovoked
June,USA,16.0,M,,Close to the water,
June,USA,6.0,F,N,Close to the water,Unprovoked
June,USA,23.0,M,N,fishing,Provoked
June,USA,18.0,F,N,swimming,Unprovoked
June,USA,,M,N,swimming,Unprovoked
June,USA,,M,N,swimming,Unprovoked
June,USA,16.0,M,N,swimming,Unprovoked
June,AUSTRALIA,42.0,M,N,surfing,Unprovoked
June,,57.0,M,,other activity,Provoked
June,AUSTRALIA,30.0,M,N,vessel related,Unprovoked
June,USA,12.0,F,N,surfing,Unprovoked
June,USA,25.0,M,N,surfing,Unprovoked
May,USA,33.0,F,N,Close to the water,Unprovoked
May,,46.0,M,N,swimming,Unprovoked
May,USA,22.0,M,N,surfing,Unprovoked
May,USA,,M,N,fishing,
May,,20.0,M,N,fishing,Unprovoked
May,USA,30.0,M,N,fishing,
May,USA,47.0,F,N,swimming,Unprovoked
May,USA,15.0,F,N,surfing,Unprovoked
April,USA,28.0,M,N,surfing,Unprovoked
April,SOUTH AFRICA,20.0,M,Y,surfing,Unprovoked
April,AUSTRALIA,27.0,M,N,vessel related,
April,USA,28.0,M,N,surfing,Unprovoked
April,USA,,M,N,other activity,Unprovoked
March,AUSTRALIA,33.0,M,Y,swimming,Unprovoked
March,USA,21.0,M,N,surfing,Unprovoked
March,AUSTRALIA,,,N,fishing,
March,AUSTRALIA,20.0,M,N,surfing,Unprovoked
March,USA,61.0,M,N,surfing,Unprovoked
March,USA,15.0,F,N,surfing,Unprovoked
March,USA,17.0,M,N,surfing,Unprovoked
March,NEW ZEALAND,,M,N,surfing,Unprovoked
March,AUSTRALIA,34.0,F,N,swimming,Provoked
March,,31.0,M,N,surfing,Unprovoked
March,USA,19.0,M,N,surfing,Unprovoked
March,,42.0,M,,other activity,
March,,,M,N,fishing,Provoked
February,USA,,M,N,surfing,Provoked
February,AUSTRALIA,,M,N,fishing,Unprovoked
February,SOUTH AFRICA,,,N,fishing,
February,AUSTRALIA,29.0,M,N,surfing,Unprovoked
January,USA,,,N,swimming,Unprovoked
January,AUSTRALIA,26.0,M,N,swimming,Unprovoked
January,,,M,N,swimming,Unprovoked
January,,24.0,M,N,fishing,Provoked
January,AUSTRALIA,44.0,M,N,surfing,Unprovoked
January,SOUTH AFRICA,25.0,M,Y,swimming,Unprovoked
January,USA,53.0,M,N,surfing,Unprovoked
January,AUSTRALIA,28.0,M,N,surfing,Unprovoked
January,AUSTRALIA,34.0,M,N,fishing,Unprovoked
December,USA,,M,N,other activity,Unprovoked
December,,,M,,swimming,
December,,23.0,M,N,surfing,Unprovoked
December,USA,27.0,M,N,surfing,Unprovoked
December,USA,,M,N,vessel related,Provoked
December,SOUTH AFRICA,35.0,M,N,fishing,
December,AUSTRALIA,51.0,M,N,surfing,Unprovoked
December,SOUTH AFRICA,,M,,vessel related,
December,AUSTRALIA,14.0,M,N,surfing,Unprovoked
December,USA,,F,N,surfing,Unprovoked
December,AUSTRALIA,,,,fishing,
December,AUSTRALIA,63.0,M,N,surfing,Unprovoked
November,,18.0,M,N,surfing,Unprovoked
November,AUSTRALIA,10.0,M,N,swimming,Unprovoked
November,USA,,M,N,vessel related,
November,PAPUA NEW GUINEA,,M,N,swimming,Unprovoked
November,,35.0,M,N,surfing,Unprovoked
November,,42.0,M,N,swimming,Unprovoked
October,USA,27.0,M,N,surfing,Unprovoked
October,,26.0,M,N,surfing,Unprovoked
October,SOUTH AFRICA,,,N,swimming,Provoked
October,AUSTRALIA,32.0,M,Y,swimming,Unprovoked
October,USA,41.0,M,N,surfing,Unprovoked
October,AUSTRALIA,50.0,M,N,swimming,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,AUSTRALIA,64.0,M,Y,swimming,Unprovoked
October,,51.0,M,N,vessel related,
October,USA,,M,N,fishing,Unprovoked
October,USA,29.0,M,N,other activity,Unprovoked
September,USA,27.0,M,,surfing,
September,,48.0,M,N,fishing,Provoked
September,SOUTH AFRICA,43.0,M,N,swimming,Unprovoked
September,USA,21.0,M,N,fishing,Unprovoked
September,USA,5.0,M,N,other activity,Unprovoked
September,USA,,M,N,vessel related,
September,,38.0,M,Y,surfing,Unprovoked
September,,17.0,M,Y,swimming,Unprovoked
September,USA,25.0,M,N,surfing,Unprovoked
September,USA,37.0,M,N,surfing,Unprovoked
September,PAPUA NEW GUINEA,30.0,M,N,surfing,Unprovoked
September,USA,,,N,surfing,Unprovoked
September,AUSTRALIA,21.0,M,Y,surfing,Unprovoked
September,USA,19.0,M,N,surfing,Unprovoked
August,USA,19.0,M,N,surfing,Unprovoked
August,AUSTRALIA,48.0,M,,swimming,
August,USA,39.0,F,N,fishing,Unprovoked
August,,,M,N,Close to the water,Unprovoked
August,USA,21.0,M,N,surfing,Unprovoked
August,USA,10.0,M,N,other activity,Unprovoked
August,SOUTH AFRICA,49.0,M,Y,surfing,Unprovoked
August,,16.0,M,N,swimming,Unprovoked
August,USA,,F,N,Close to the water,Unprovoked
August,USA,12.0,M,,other activity,
August,,25.0,M,N,swimming,Unprovoked
August,,32.0,M,N,surfing,Unprovoked
August,USA,27.0,M,N,swimming,Unprovoked
August,,30.0,M,Y,swimming,Unprovoked
August,USA,7.0,M,N,other activity,
August,USA,54.0,M,N,swimming,Unprovoked
August,,36.0,M,Y,swimming,Unprovoked
July,,14.0,M,,swimming,
July,,43.0,M,N,other activity,
July,USA,,M,N,fishing,Unprovoked
July,SOUTH AFRICA,29.0,M,N,surfing,Unprovoked
July,USA,6.0,F,N,surfing,Unprovoked
July,,,M,N,vessel related,
July,USA,,M,N,fishing,Unprovoked
July,,54.0,M,N,swimming,Unprovoked
July,USA,12.0,M,N,swimming,Unprovoked
July,USA,14.0,M,N,fishing,Unprovoked
July,,16.0,M,N,surfing,Unprovoked
July,,17.0,M,N,vessel related,Unprovoked
June,,28.0,M,N,swimming,Unprovoked
June,,21.0,M,N,surfing,Unprovoked
June,SOUTH AFRICA,22.0,M,N,swimming,Unprovoked
June,USA,10.0,F,N,other activity,Unprovoked
June,USA,,M,N,surfing,Unprovoked
June,USA,20.0,M,N,vessel related,Unprovoked
June,,35.0,M,N,fishing,Unprovoked
June,,15.0,M,Y,surfing,Unprovoked
June,,31.0,M,Y,surfing,Unprovoked
June,,,,N,fishing,
June,USA,28.0,M,N,swimming,Unprovoked
June,,24.0,M,N,fishing,Unprovoked
June,USA,28.0,M,N,fishing,Unprovoked
June,USA,19.0,M,N,Close to the water,Unprovoked
June,,,F,N,swimming,Unprovoked
May,USA,22.0,F,N,Close to the water,Unprovoked
May,SOUTH AFRICA,33.0,M,N,surfing,Unprovoked
May,USA,,F,N,surfing,Unprovoked
May,USA,,F,N,surfing,Unprovoked
May,SOUTH AFRICA,28.0,M,Y,fishing,Unprovoked
May,USA,86.0,M,N,surfing,Unprovoked
May,,15.0,M,Y,surfing,Unprovoked
May,USA,37.0,M,N,surfing,Unprovoked
May,USA,,M,N,fishing,Provoked
May,,43.0,M,,fishing,
May,SOUTH AFRICA,37.0,M,N,fishing,Unprovoked
April,USA,32.0,M,N,fishing,Unprovoked
April,AUSTRALIA,17.0,M,N,Close to the water,Unprovoked
April,USA,49.0,M,N,surfing,Unprovoked
April,NEW ZEALAND,41.0,M,N,surfing,Unprovoked
April,,,M,N,surfing,Unprovoked
April,,27.0,M,N,swimming,Unprovoked
March,USA,,M,N,Close to the water,Provoked
March,,,F,N,swimming,Unprovoked
March,AUSTRALIA,48.0,M,N,surfing,Unprovoked
March,,46.0,M,N,swimming,Unprovoked
March,,30.0,M,N,swimming,Unprovoked
March,AUSTRALIA,24.0,F,N,surfing,Unprovoked
March,,,F,,other activity,
March,AUSTRALIA,,M,N,surfing,Unprovoked
February,AUSTRALIA,36.0,M,N,fishing,Provoked
February,,21.0,M,N,fishing,Unprovoked
February,,32.0,M,N,surfing,Unprovoked
February,AUSTRALIA,49.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,,M,N,fishing,Provoked
February,AUSTRALIA,58.0,M,N,swimming,Unprovoked
February,,,M,N,fishing,Provoked
February,SOUTH AFRICA,37.0,M,N,fishing,Unprovoked
January,,38.0,F,N,swimming,Unprovoked
January,,25.0,M,N,fishing,Provoked
January,,55.0,M,N,swimming,Unprovoked
January,AUSTRALIA,7.0,F,,swimming,
January,SOUTH AFRICA,16.0,M,Y,surfing,Unprovoked
January,,37.0,M,N,other activity,Unprovoked
January,AUSTRALIA,,,N,fishing,
December,USA,16.0,M,N,surfing,Unprovoked
December,,,M,N,surfing,Unprovoked
December,USA,46.0,M,N,surfing,Unprovoked
December,,70.0,F,Y,swimming,Unprovoked
December,,,M,N,surfing,Unprovoked
December,,54.0,M,N,swimming,Unprovoked
December,,46.0,M,N,swimming,Unprovoked
November,,70.0,F,N,swimming,Unprovoked
November,,48.0,F,N,swimming,Unprovoked
November,,47.0,M,N,fishing,Unprovoked
November,AUSTRALIA,,M,,swimming,
November,USA,33.0,M,N,swimming,Provoked
November,,21.0,M,Y,swimming,Unprovoked
November,,,M,N,surfing,Unprovoked
November,AUSTRALIA,,M,N,fishing,
October,AUSTRALIA,20.0,F,N,swimming,Unprovoked
October,AUSTRALIA,,M,N,fishing,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,,,M,N,fishing,Provoked
October,USA,30.0,M,N,swimming,Unprovoked
October,AUSTRALIA,14.0,M,N,surfing,Unprovoked
October,USA,19.0,M,Y,surfing,Unprovoked
October,,,F,N,swimming,Unprovoked
October,AUSTRALIA,22.0,M,N,surfing,Unprovoked
October,,,M,N,swimming,Unprovoked
October,,,F,N,surfing,Unprovoked
October,SOUTH AFRICA,,M,N,surfing,Unprovoked
September,USA,29.0,M,N,surfing,Unprovoked
September,USA,18.0,M,N,surfing,Unprovoked
September,SOUTH AFRICA,29.0,M,Y,swimming,Unprovoked
September,AUSTRALIA,15.0,M,N,surfing,Unprovoked
September,USA,27.0,M,N,swimming,Unprovoked
September,,24.0,M,N,swimming,Unprovoked
September,USA,,M,N,surfing,Unprovoked
September,USA,24.0,M,N,surfing,Unprovoked
September,USA,24.0,M,N,surfing,Unprovoked
September,,34.0,M,N,other activity,Unprovoked
August,,43.0,M,,swimming,
August,USA,10.0,M,N,surfing,Unprovoked
August,AUSTRALIA,31.0,M,Y,surfing,Unprovoked
August,USA,45.0,M,N,fishing,
August,AUSTRALIA,,F,N,fishing,Provoked
August,,16.0,F,N,swimming,Unprovoked
August,AUSTRALIA,47.0,M,N,surfing,Unprovoked
August,USA,25.0,M,N,surfing,Unprovoked
August,,35.0,M,N,surfing,Unprovoked
August,USA,,F,,swimming,
August,USA,,M,N,vessel related,
August,USA,37.0,F,N,Close to the water,Unprovoked
July,USA,16.0,M,N,Close to the water,Unprovoked
July,USA,20.0,M,N,surfing,Unprovoked
July,USA,10.0,M,N,swimming,Unprovoked
July,USA,13.0,F,N,swimming,Unprovoked
July,USA,55.0,M,N,surfing,Unprovoked
July,,9.0,M,N,swimming,Provoked
July,USA,,M,N,fishing,Unprovoked
July,USA,,M,N,fishing,Provoked
July,SOUTH AFRICA,21.0,F,N,swimming,Unprovoked
July,USA,20.0,M,N,fishing,Provoked
July,USA,19.0,M,N,surfing,Unprovoked
July,USA,48.0,M,N,surfing,Unprovoked
June,USA,20.0,M,N,surfing,Unprovoked
June,USA,6.0,F,N,surfing,Unprovoked
June,USA,13.0,F,N,swimming,Unprovoked
June,,17.0,M,N,swimming,Unprovoked
June,USA,18.0,F,N,surfing,Unprovoked
June,AUSTRALIA,40.0,M,N,surfing,Unprovoked
June,USA,20.0,M,N,surfing,Unprovoked
May,USA,49.0,M,N,fishing,Provoked
May,,58.0,F,N,other activity,Unprovoked
May,,60.0,F,N,swimming,Unprovoked
May,AUSTRALIA,,M,N,surfing,Unprovoked
May,,59.0,M,N,swimming,Unprovoked
May,USA,10.0,F,N,Close to the water,Unprovoked
April,USA,29.0,M,N,other activity,Provoked
April,USA,68.0,M,N,surfing,Unprovoked
April,SOUTH AFRICA,35.0,M,N,surfing,Unprovoked
April,,24.0,M,N,swimming,Unprovoked
March,,34.0,M,N,surfing,Unprovoked
February,NEW ZEALAND,,M,N,swimming,Unprovoked
February,SOUTH AFRICA,,M,N,surfing,Unprovoked
February,,19.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,60.0,F,N,swimming,Unprovoked
February,AUSTRALIA,46.0,M,N,surfing,Unprovoked
February,NEW ZEALAND,,M,N,fishing,Provoked
February,AUSTRALIA,18.0,M,N,surfing,Unprovoked
February,USA,,M,N,fishing,Provoked
February,,31.0,M,,swimming,
February,USA,38.0,M,Y,surfing,Unprovoked
February,NEW ZEALAND,14.0,F,N,surfing,Provoked
January,,29.0,M,N,surfing,Unprovoked
January,AUSTRALIA,,M,N,surfing,Unprovoked
January,,54.0,M,N,surfing,Unprovoked
January,AUSTRALIA,,M,N,surfing,Unprovoked
January,SOUTH AFRICA,37.0,M,Y,Close to the water,Unprovoked
January,AUSTRALIA,9.0,F,N,swimming,Unprovoked
January,,,F,N,other activity,Unprovoked
January,,,M,N,other activity,Unprovoked
January,,,M,N,Close to the water,Unprovoked
January,USA,32.0,M,N,fishing,Unprovoked
January,SOUTH AFRICA,,M,N,surfing,Unprovoked
December,SOUTH AFRICA,20.0,M,N,Close to the water,Unprovoked
December,AUSTRALIA,55.0,M,N,swimming,Provoked
December,,27.0,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,N,vessel related,
December,AUSTRALIA,18.0,M,N,fishing,Unprovoked
December,SOUTH AFRICA,22.0,M,Y,surfing,Unprovoked
December,SOUTH AFRICA,,M,,surfing,
December,NEW ZEALAND,24.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,39.0,M,N,surfing,Unprovoked
December,AUSTRALIA,,,N,vessel related,
December,USA,58.0,M,N,swimming,Provoked
November,USA,49.0,M,,surfing,
November,USA,10.0,M,N,Close to the water,Unprovoked
November,USA,31.0,M,N,fishing,Unprovoked
November,USA,22.0,M,N,surfing,Unprovoked
November,USA,27.0,F,N,surfing,Unprovoked
November,USA,18.0,M,N,surfing,Unprovoked
November,AUSTRALIA,25.0,M,N,vessel related,Unprovoked
November,USA,21.0,M,N,surfing,Unprovoked
October,AUSTRALIA,27.0,M,N,vessel related,
October,,,M,N,fishing,Unprovoked
October,AUSTRALIA,17.0,F,N,surfing,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,USA,54.0,M,N,surfing,Unprovoked
October,,10.0,F,N,Close to the water,Unprovoked
October,,23.0,M,N,swimming,Provoked
October,AUSTRALIA,23.0,M,N,swimming,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,,39.0,M,N,fishing,Provoked
September,USA,,M,N,swimming,Unprovoked
September,,,M,N,other activity,Unprovoked
September,,,M,N,fishing,Provoked
September,,34.0,M,Y,other activity,Provoked
September,USA,60.0,M,Y,swimming,
September,,15.0,M,Y,swimming,Unprovoked
September,,,M,,swimming,
September,,,M,N,fishing,Provoked
August,USA,,M,N,surfing,Unprovoked
August,SOUTH AFRICA,25.0,M,Y,surfing,Unprovoked
August,USA,22.0,F,N,swimming,Unprovoked
August,SOUTH AFRICA,,M,N,surfing,Unprovoked
August,USA,26.0,M,N,swimming,Unprovoked
August,USA,,M,N,surfing,Unprovoked
August,USA,56.0,M,N,fishing,Unprovoked
July,,14.0,M,N,fishing,Unprovoked
July,AUSTRALIA,14.0,M,N,surfing,Unprovoked
July,,41.0,F,N,swimming,Unprovoked
July,,,M,Y,Close to the water,Unprovoked
July,USA,14.0,F,N,Close to the water,Unprovoked
July,,11.0,F,,swimming,
July,USA,26.0,F,N,swimming,Unprovoked
July,USA,19.0,F,N,swimming,Unprovoked
July,,57.0,M,N,swimming,Unprovoked
July,,,M,N,fishing,Provoked
July,USA,,M,N,surfing,Unprovoked
July,SOUTH AFRICA,37.0,M,N,surfing,Unprovoked
July,USA,12.0,F,N,surfing,Unprovoked
July,USA,43.0,F,N,swimming,Provoked
June,AUSTRALIA,52.0,M,N,surfing,Unprovoked
June,USA,26.0,M,,surfing,
June,USA,14.0,M,,other activity,
June,,,M,N,fishing,Provoked
June,,,M,N,swimming,Unprovoked
June,,,M,N,swimming,Unprovoked
June,,50.0,F,Y,swimming,Unprovoked
May,,46.0,M,N,fishing,Provoked
May,USA,,M,N,swimming,Provoked
May,USA,31.0,M,N,surfing,Unprovoked
May,USA,49.0,M,N,surfing,Unprovoked
May,USA,55.0,M,N,surfing,Unprovoked
May,,27.0,M,N,fishing,Provoked
March,,48.0,M,N,fishing,Provoked
April,USA,,F,N,other activity,Unprovoked
April,USA,,M,N,surfing,Unprovoked
April,USA,20.0,M,N,surfing,Unprovoked
April,,23.0,M,N,swimming,Unprovoked
April,USA,52.0,M,N,surfing,Unprovoked
April,USA,31.0,M,N,surfing,Unprovoked
April,USA,49.0,M,,fishing,
April,AUSTRALIA,40.0,M,N,vessel related,Unprovoked
April,SOUTH AFRICA,24.0,M,,swimming,
April,USA,,M,N,fishing,Unprovoked
April,USA,15.0,M,N,Close to the water,Unprovoked
March,SOUTH AFRICA,59.0,M,N,fishing,Provoked
March,SOUTH AFRICA,16.0,M,Y,surfing,Unprovoked
March,AUSTRALIA,17.0,M,N,surfing,Unprovoked
March,AUSTRALIA,,M,N,surfing,Unprovoked
March,AUSTRALIA,,F,N,surfing,Unprovoked
March,USA,17.0,F,N,surfing,Unprovoked
March,,,F,N,other activity,Unprovoked
March,USA,61.0,M,N,swimming,Unprovoked
