date,country,age,sex,fatal,activity,type
April,,19.0,M,Y,swimming,Unprovoked
March,,33.0,M,N,fishing,Provoked
March,USA,,M,N,fishing,Unprovoked
February,AUSTRALIA,18.0,M,N,surfing,Unprovoked
February,AUSTRALIA,,,N,other activity,Unprovoked
January,SOUTH AFRICA,20.0,M,Y,swimming,Unprovoked
January,SOUTH AFRICA,30.0,F,N,Close to the water,Unprovoked
January,,24.0,M,N,Close to the water,Unprovoked
,,,,N,swimming,Unprovoked
,,,M,N,swimming,Unprovoked
December,AUSTRALIA,22.0,,N,other activity,Unprovoked
December,SOUTH AFRICA,16.0,F,N,swimming,Unprovoked
December,AUSTRALIA,20.0,M,Y,other activity,Unprovoked
November,,20.0,M,N,swimming,Unprovoked
October,AUSTRALIA,20.0,,N,other activity,Provoked
October,USA,18.0,M,N,surfing,Unprovoked
October,SOUTH AFRICA,25.0,M,N,swimming,Unprovoked
October,USA,30.0,M,N,swimming,Unprovoked
September,USA,17.0,,N,surfing,Unprovoked
September,,34.0,M,Y,swimming,Unprovoked
September,AUSTRALIA,51.0,M,Y,fishing,Unprovoked
August,AUSTRALIA,26.0,M,N,swimming,Provoked
July,USA,8.0,M,N,Close to the water,Unprovoked
July,USA,,M,N,swimming,Unprovoked
June,SOUTH AFRICA,21.0,M,N,surfing,Unprovoked
June,,32.0,M,N,swimming,Unprovoked
April,,16.0,M,N,swimming,Unprovoked
April,SOUTH AFRICA,50.0,M,Y,swimming,Unprovoked
April,,19.0,M,Y,surfing,Unprovoked
April,,14.0,M,Y,other activity,Unprovoked
April,,66.0,M,Y,other activity,Unprovoked
April,,,,Y,other activity,
March,NEW ZEALAND,16.0,M,N,surfing,Unprovoked
January,AUSTRALIA,,M,N,swimming,Unprovoked
,AUSTRALIA,15.0,M,N,surfing,Unprovoked
,,,M,N,other activity,Unprovoked
,,,M,N,other activity,Unprovoked
December,,18.0,M,Y,fishing,Unprovoked
December,,20.0,M,Y,fishing,Unprovoked
December,,,M,N,fishing,Unprovoked
December,USA,41.0,M,N,other activity,
November,,,M,N,other activity,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,USA,,M,N,surfing,Unprovoked
September,,43.0,M,N,swimming,Unprovoked
September,,20.0,M,N,fishing,Provoked
September,USA,18.0,M,N,swimming,Unprovoked
September,AUSTRALIA,20.0,M,N,other activity,Provoked
September,USA,,M,N,swimming,Unprovoked
September,USA,,M,N,swimming,Unprovoked
August,,,,,vessel related,
July,,,M,N,other activity,Unprovoked
June,USA,13.0,M,N,fishing,Provoked
June,SOUTH AFRICA,25.0,M,N,swimming,Provoked
June,,16.0,M,Y,Close to the water,Unprovoked
June,,18.0,M,Y,Close to the water,Unprovoked
June,,,,Y,other activity,
April,,14.0,M,Y,swimming,Unprovoked
April,,,M,N,swimming,Provoked
April,,,M,,swimming,Unprovoked
March,USA,,M,,surfing,
March,USA,19.0,M,N,Close to the water,Unprovoked
February,,8.0,F,N,Close to the water,Unprovoked
January,,14.0,M,N,swimming,Unprovoked
January,,16.0,M,N,swimming,Unprovoked
January,,12.0,M,N,swimming,Unprovoked
January,,10.0,M,N,swimming,Unprovoked
January,,,M,Y,other activity,
January,,22.0,M,N,swimming,Unprovoked
January,,,M,N,other activity,Unprovoked
January,PAPUA NEW GUINEA,15.0,M,N,swimming,Unprovoked
,,,M,N,swimming,Unprovoked
,,,M,N,fishing,Unprovoked
,,,M,N,fishing,
,,,M,,fishing,Unprovoked
,,28.0,F,N,Close to the water,Unprovoked
,,25.0,F,N,Close to the water,Unprovoked
,,35.0,M,Y,swimming,Unprovoked
,,35.0,M,N,fishing,Unprovoked
November,AUSTRALIA,15.0,M,N,swimming,Unprovoked
November,USA,,M,N,swimming,Unprovoked
November,AUSTRALIA,27.0,M,N,other activity,Provoked
October,USA,,M,N,swimming,Unprovoked
September,USA,53.0,M,N,swimming,Unprovoked
August,USA,,M,N,swimming,Unprovoked
August,USA,28.0,M,N,fishing,Provoked
August,USA,15.0,M,N,surfing,Unprovoked
August,USA,13.0,M,N,surfing,Unprovoked
August,,25.0,M,N,other activity,Unprovoked
July,,,M,N,other activity,Provoked
July,USA,13.0,M,N,other activity,Provoked
July,USA,,M,N,swimming,Unprovoked
June,USA,22.0,M,,Close to the water,Unprovoked
June,,27.0,M,N,swimming,Unprovoked
June,USA,8.0,M,N,Close to the water,Unprovoked
May,USA,,M,N,fishing,Provoked
May,USA,23.0,M,N,swimming,Provoked
May,,18.0,M,,surfing,Unprovoked
May,AUSTRALIA,,,N,other activity,Unprovoked
April,AUSTRALIA,,M,,fishing,
August,USA,,M,N,fishing,Provoked
March,AUSTRALIA,65.0,M,N,other activity,Provoked
March,USA,16.0,M,N,surfing,Unprovoked
February,AUSTRALIA,49.0,M,N,fishing,Provoked
February,AUSTRALIA,52.0,M,,swimming,
January,AUSTRALIA,21.0,M,N,swimming,Unprovoked
January,AUSTRALIA,,M,N,other activity,Unprovoked
,,,,N,other activity,Provoked
December,SOUTH AFRICA,,M,,swimming,
December,AUSTRALIA,27.0,M,N,other activity,Provoked
December,NEW ZEALAND,17.0,M,N,surfing,Unprovoked
December,AUSTRALIA,,M,N,other activity,Unprovoked
December,SOUTH AFRICA,28.0,M,N,fishing,Unprovoked
December,SOUTH AFRICA,30.0,M,,other activity,
November,SOUTH AFRICA,22.0,M,N,fishing,
November,PAPUA NEW GUINEA,,,,other activity,
November,AUSTRALIA,16.0,M,N,other activity,Provoked
October,,,M,N,other activity,Provoked
October,USA,,M,N,fishing,Unprovoked
October,,,,N,vessel related,
September,USA,,,,surfing,
September,NEW ZEALAND,24.0,M,Y,fishing,Unprovoked
August,USA,10.0,,N,other activity,Unprovoked
August,USA,15.0,M,N,Close to the water,Unprovoked
August,,12.0,M,N,swimming,Unprovoked
August,,41.0,,N,other activity,Unprovoked
August,,18.0,M,N,fishing,Unprovoked
July,USA,25.0,M,N,swimming,Unprovoked
July,USA,33.0,M,N,Close to the water,Unprovoked
July,USA,33.0,M,N,fishing,Unprovoked
July,,,M,Y,swimming,Unprovoked
July,,43.0,M,,other activity,
June,,17.0,M,N,fishing,Unprovoked
June,USA,17.0,M,N,other activity,Unprovoked
June,,,M,N,other activity,Unprovoked
May,,,,,other activity,
May,PAPUA NEW GUINEA,17.0,M,N,Close to the water,Unprovoked
April,USA,63.0,M,,Close to the water,
April,USA,10.0,M,N,other activity,Unprovoked
April,AUSTRALIA,21.0,M,N,swimming,Unprovoked
April,PAPUA NEW GUINEA,7.0,M,Y,swimming,Unprovoked
April,AUSTRALIA,47.0,M,N,other activity,Provoked
March,SOUTH AFRICA,35.0,M,N,Close to the water,Unprovoked
March,USA,20.0,M,N,surfing,Unprovoked
March,USA,28.0,M,,Close to the water,
February,USA,17.0,M,N,surfing,Unprovoked
February,AUSTRALIA,14.0,F,N,swimming,Unprovoked
February,NEW ZEALAND,,F,N,other activity,Provoked
February,AUSTRALIA,26.0,M,N,fishing,Unprovoked
February,AUSTRALIA,,,N,other activity,Unprovoked
February,,24.0,,N,swimming,Unprovoked
January,PAPUA NEW GUINEA,13.0,,Y,swimming,Unprovoked
,,,M,Y,swimming,Unprovoked
,USA,,,,swimming,
,USA,,,,surfing,
December,SOUTH AFRICA,22.0,M,N,surfing,Unprovoked
December,PAPUA NEW GUINEA,32.0,M,,fishing,
December,,27.0,M,N,other activity,Unprovoked
December,AUSTRALIA,59.0,M,Y,swimming,Unprovoked
December,USA,,M,N,other activity,Provoked
November,AUSTRALIA,15.0,M,N,swimming,Provoked
November,AUSTRALIA,18.0,M,N,other activity,Unprovoked
November,,21.0,M,N,swimming,Provoked
November,,,,Y,vessel related,
November,SOUTH AFRICA,,F,,other activity,
October,,,,Y,swimming,Unprovoked
October,USA,19.0,M,N,Close to the water,Unprovoked
October,,17.0,M,N,swimming,Unprovoked
September,USA,,M,,other activity,
September,,21.0,M,,swimming,Provoked
September,PAPUA NEW GUINEA,,,,swimming,Provoked
September,USA,,,N,fishing,Unprovoked
September,PAPUA NEW GUINEA,,M,Y,fishing,Unprovoked
September,PAPUA NEW GUINEA,23.0,M,Y,fishing,Unprovoked
August,USA,24.0,M,N,other activity,Provoked
August,,19.0,M,Y,other activity,Unprovoked
August,,,M,N,fishing,Unprovoked
August,AUSTRALIA,23.0,M,Y,fishing,Unprovoked
August,,19.0,F,N,swimming,Unprovoked
August,,,M,N,other activity,Unprovoked
August,AUSTRALIA,19.0,M,,swimming,
August,USA,15.0,M,N,fishing,Unprovoked
August,,41.0,M,N,other activity,Unprovoked
August,,,M,N,fishing,Unprovoked
July,USA,20.0,M,N,swimming,Unprovoked
July,,36.0,M,Y,fishing,Unprovoked
July,USA,18.0,M,,surfing,
June,USA,26.0,M,N,fishing,Provoked
June,,,M,N,fishing,Provoked
May,AUSTRALIA,30.0,M,N,other activity,Provoked
May,AUSTRALIA,22.0,M,N,other activity,Provoked
April,,60.0,M,N,fishing,Provoked
March,NEW ZEALAND,21.0,M,N,swimming,Provoked
March,SOUTH AFRICA,32.0,M,N,fishing,Unprovoked
March,AUSTRALIA,36.0,M,N,fishing,Provoked
March,AUSTRALIA,,,,other activity,
March,NEW ZEALAND,21.0,M,Y,other activity,Unprovoked
March,PAPUA NEW GUINEA,14.0,M,N,other activity,Unprovoked
February,,,M,Y,swimming,
January,SOUTH AFRICA,,,N,fishing,
January,SOUTH AFRICA,,M,N,fishing,Provoked
January,,31.0,M,N,swimming,Unprovoked
January,AUSTRALIA,15.0,M,N,Close to the water,Provoked
December,AUSTRALIA,30.0,M,N,fishing,Unprovoked
December,AUSTRALIA,29.0,M,N,fishing,Provoked
December,AUSTRALIA,19.0,M,N,fishing,Unprovoked
December,,39.0,M,N,Close to the water,Unprovoked
December,AUSTRALIA,29.0,M,N,fishing,Unprovoked
November,,28.0,,,other activity,Unprovoked
November,PAPUA NEW GUINEA,,F,Y,Close to the water,Unprovoked
October,PAPUA NEW GUINEA,13.0,F,Y,swimming,Unprovoked
October,PAPUA NEW GUINEA,8.0,F,Y,Close to the water,Unprovoked
September,AUSTRALIA,32.0,M,N,swimming,Unprovoked
September,USA,20.0,M,N,fishing,Provoked
September,AUSTRALIA,,M,,fishing,
September,AUSTRALIA,,M,,fishing,Provoked
September,AUSTRALIA,43.0,M,N,fishing,Unprovoked
September,USA,14.0,M,N,other activity,Provoked
September,,,M,,swimming,
August,AUSTRALIA,,M,N,other activity,
August,SOUTH AFRICA,,M,,fishing,
August,,18.0,F,N,swimming,Unprovoked
August,,13.0,F,Y,swimming,Unprovoked
August,,9.0,F,Y,swimming,Unprovoked
August,,33.0,M,Y,swimming,Unprovoked
August,,,M,N,swimming,Unprovoked
August,,21.0,M,N,other activity,Unprovoked
August,USA,26.0,M,,fishing,
August,USA,8.0,M,N,Close to the water,Unprovoked
July,USA,16.0,M,N,swimming,Unprovoked
July,USA,34.0,M,N,other activity,Provoked
July,USA,14.0,M,N,fishing,Unprovoked
July,,20.0,M,Y,swimming,Unprovoked
July,PAPUA NEW GUINEA,25.0,F,Y,swimming,Unprovoked
July,USA,46.0,M,,swimming,
July,,,,N,other activity,
June,USA,15.0,M,N,other activity,Provoked
June,USA,18.0,M,N,fishing,Provoked
June,USA,18.0,M,N,swimming,Unprovoked
June,,,M,N,fishing,Provoked
May,AUSTRALIA,40.0,M,Y,vessel related,
May,AUSTRALIA,,M,N,fishing,Unprovoked
May,AUSTRALIA,38.0,M,Y,other activity,
May,USA,24.0,M,,swimming,
May,,,M,Y,other activity,
April,USA,25.0,M,N,swimming,Unprovoked
April,AUSTRALIA,,M,N,other activity,
March,AUSTRALIA,,,N,fishing,Provoked
March,,,M,Y,vessel related,
February,AUSTRALIA,13.0,M,N,Close to the water,Unprovoked
January,SOUTH AFRICA,33.0,M,N,other activity,Provoked
January,,,,Y,other activity,
January,USA,29.0,M,N,swimming,Unprovoked
January,AUSTRALIA,30.0,M,N,fishing,Unprovoked
January,,,,Y,other activity,
January,SOUTH AFRICA,16.0,M,N,Close to the water,Unprovoked
January,AUSTRALIA,43.0,M,N,other activity,Unprovoked
January,SOUTH AFRICA,15.0,M,N,surfing,Unprovoked
January,NEW ZEALAND,15.0,F,Y,surfing,Unprovoked
January,USA,35.0,M,N,swimming,Unprovoked
,USA,15.0,F,,Close to the water,
December,AUSTRALIA,40.0,M,N,fishing,Unprovoked
December,,,M,N,swimming,Unprovoked
December,AUSTRALIA,,,N,fishing,
November,AUSTRALIA,43.0,M,Y,fishing,Provoked
November,,44.0,M,N,other activity,Unprovoked
November,,,,,other activity,
November,AUSTRALIA,24.0,M,N,surfing,Unprovoked
October,,39.0,M,N,other activity,Unprovoked
October,,32.0,M,N,Close to the water,Unprovoked
October,,,F,Y,other activity,Unprovoked
October,,15.0,M,Y,fishing,Unprovoked
October,PAPUA NEW GUINEA,27.0,M,N,Close to the water,Unprovoked
September,PAPUA NEW GUINEA,,M,N,fishing,Provoked
September,PAPUA NEW GUINEA,,M,N,fishing,Provoked
September,,23.0,M,N,other activity,Unprovoked
August,,,M,,other activity,
August,USA,15.0,M,N,swimming,Unprovoked
July,,,M,N,other activity,Provoked
July,,25.0,M,Y,Close to the water,Unprovoked
July,,,,N,other activity,
June,USA,6.0,M,,Close to the water,
June,USA,,M,,swimming,
June,,38.0,M,N,swimming,Unprovoked
June,PAPUA NEW GUINEA,,M,N,fishing,Unprovoked
June,,,M,Y,Close to the water,Unprovoked
May,,,M,Y,swimming,Unprovoked
May,,,M,Y,swimming,Unprovoked
May,,,M,N,Close to the water,Unprovoked
May,,,M,N,swimming,Unprovoked
May,,35.0,M,N,swimming,Unprovoked
April,USA,49.0,M,N,other activity,Unprovoked
April,USA,19.0,M,,surfing,
April,USA,28.0,M,N,fishing,Unprovoked
April,,8.0,M,N,Close to the water,Unprovoked
April,USA,17.0,M,N,surfing,Unprovoked
March,USA,,M,,other activity,
March,USA,16.0,M,N,swimming,Unprovoked
February,SOUTH AFRICA,25.0,M,N,Close to the water,Unprovoked
February,USA,18.0,M,N,swimming,Unprovoked
January,USA,21.0,M,,other activity,
January,SOUTH AFRICA,22.0,M,N,surfing,Unprovoked
January,SOUTH AFRICA,20.0,M,N,surfing,Unprovoked
January,AUSTRALIA,,M,N,swimming,Unprovoked
January,,30.0,M,Y,swimming,Unprovoked
,USA,13.0,M,N,other activity,Unprovoked
,USA,,M,N,surfing,Provoked
,USA,,M,N,Close to the water,Provoked
May,,,M,N,Close to the water,Unprovoked
May,,30.0,M,N,fishing,Unprovoked
,,,M,Y,other activity,Unprovoked
,SOUTH AFRICA,,,,other activity,
December,SOUTH AFRICA,19.0,M,N,swimming,Unprovoked
December,PAPUA NEW GUINEA,,M,N,other activity,Unprovoked
December,AUSTRALIA,,,N,fishing,
December,PAPUA NEW GUINEA,28.0,M,N,swimming,Unprovoked
December,,10.0,M,Y,fishing,Unprovoked
November,AUSTRALIA,25.0,M,N,swimming,Unprovoked
November,AUSTRALIA,29.0,M,Y,swimming,Unprovoked
November,AUSTRALIA,25.0,M,N,other activity,Provoked
November,USA,,,N,fishing,
October,SOUTH AFRICA,,M,N,fishing,Provoked
October,USA,,,,other activity,
October,AUSTRALIA,19.0,M,N,swimming,Unprovoked
September,,24.0,M,,fishing,
September,,32.0,M,Y,swimming,Unprovoked
September,,20.0,M,N,swimming,Unprovoked
August,USA,14.0,M,N,swimming,Unprovoked
August,,19.0,M,N,swimming,Unprovoked
August,USA,18.0,M,,swimming,
August,USA,,M,N,swimming,Unprovoked
August,USA,28.0,M,N,fishing,Unprovoked
August,,12.0,M,N,swimming,Unprovoked
August,,21.0,M,N,swimming,Unprovoked
July,USA,22.0,M,N,other activity,Provoked
July,SOUTH AFRICA,30.0,M,N,other activity,Unprovoked
July,USA,,,,other activity,
July,SOUTH AFRICA,52.0,M,Y,fishing,
July,USA,,M,N,other activity,Provoked
July,PAPUA NEW GUINEA,,M,Y,fishing,Unprovoked
July,PAPUA NEW GUINEA,,,N,vessel related,
June,,,,Y,other activity,
June,USA,29.0,F,,other activity,
June,USA,,,N,fishing,
June,PAPUA NEW GUINEA,,M,N,fishing,
June,,23.0,M,N,fishing,Unprovoked
June,SOUTH AFRICA,40.0,M,,swimming,
May,,47.0,M,N,Close to the water,Unprovoked
May,,35.0,M,Y,fishing,Unprovoked
May,,13.0,M,Y,swimming,Unprovoked
April,PAPUA NEW GUINEA,,M,Y,fishing,Unprovoked
March,AUSTRALIA,19.0,M,N,surfing,Unprovoked
March,PAPUA NEW GUINEA,32.0,M,Y,other activity,
March,USA,38.0,M,N,swimming,Unprovoked
March,,,M,N,swimming,Unprovoked
February,,,,N,fishing,Provoked
February,,15.0,M,Y,swimming,Unprovoked
February,,17.0,M,Y,fishing,Unprovoked
February,NEW ZEALAND,,M,N,swimming,Unprovoked
February,NEW ZEALAND,26.0,M,N,fishing,Unprovoked
February,SOUTH AFRICA,25.0,M,N,surfing,Unprovoked
February,NEW ZEALAND,,M,N,other activity,Unprovoked
February,NEW ZEALAND,19.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,23.0,M,,swimming,
February,NEW ZEALAND,,,N,vessel related,
February,USA,12.0,M,N,swimming,Unprovoked
February,,,M,Y,swimming,Unprovoked
January,,,,Y,fishing,Unprovoked
January,SOUTH AFRICA,39.0,M,N,surfing,Unprovoked
January,SOUTH AFRICA,17.0,M,N,Close to the water,Unprovoked
January,SOUTH AFRICA,,,N,other activity,
January,AUSTRALIA,,M,N,swimming,Unprovoked
January,USA,21.0,M,N,swimming,Unprovoked
January,PAPUA NEW GUINEA,,M,Y,fishing,Unprovoked
January,,20.0,F,N,swimming,Unprovoked
January,AUSTRALIA,,,,other activity,Unprovoked
January,SOUTH AFRICA,,M,N,swimming,Unprovoked
January,NEW ZEALAND,,M,,swimming,
December,SOUTH AFRICA,20.0,F,N,Close to the water,Unprovoked
December,SOUTH AFRICA,24.0,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,N,Close to the water,Unprovoked
December,SOUTH AFRICA,18.0,M,Y,swimming,Unprovoked
December,,,F,,other activity,
December,SOUTH AFRICA,13.0,M,N,other activity,Provoked
December,AUSTRALIA,,M,N,fishing,Provoked
December,SOUTH AFRICA,,M,N,fishing,Unprovoked
December,SOUTH AFRICA,15.0,M,Y,Close to the water,Unprovoked
December,AUSTRALIA,23.0,M,N,fishing,Unprovoked
December,,22.0,M,Y,fishing,Unprovoked
November,NEW ZEALAND,20.0,M,N,Close to the water,Unprovoked
November,PAPUA NEW GUINEA,18.0,F,N,fishing,Provoked
November,,21.0,F,N,fishing,Unprovoked
November,,25.0,M,N,fishing,Unprovoked
November,,28.0,M,N,fishing,Unprovoked
November,AUSTRALIA,,M,N,other activity,Provoked
November,USA,,M,N,other activity,Provoked
November,PAPUA NEW GUINEA,,M,N,Close to the water,Unprovoked
November,,35.0,M,N,fishing,Unprovoked
October,USA,28.0,M,N,fishing,Unprovoked
October,,20.0,M,N,fishing,Provoked
September,,,M,Y,swimming,Unprovoked
September,USA,25.0,,,fishing,
September,,30.0,M,Y,fishing,Unprovoked
September,AUSTRALIA,18.0,M,N,surfing,Provoked
September,USA,16.0,M,N,fishing,Provoked
August,,24.0,M,Y,swimming,Unprovoked
July,,26.0,M,N,fishing,Unprovoked
July,USA,14.0,M,N,Close to the water,Unprovoked
July,USA,24.0,M,N,fishing,Provoked
July,,,,Y,fishing,
July,,,M,Y,Close to the water,Unprovoked
June,,42.0,F,Y,swimming,Unprovoked
June,PAPUA NEW GUINEA,30.0,M,N,fishing,Provoked
May,USA,,M,,swimming,
May,,,,Y,other activity,
April,AUSTRALIA,,M,N,fishing,Provoked
April,USA,25.0,M,Y,swimming,Unprovoked
April,SOUTH AFRICA,15.0,M,N,swimming,Unprovoked
April,AUSTRALIA,25.0,M,N,surfing,Unprovoked
April,USA,15.0,M,N,surfing,Unprovoked
April,USA,,M,,other activity,
March,,,M,Y,other activity,
February,PAPUA NEW GUINEA,,M,N,swimming,Unprovoked
February,AUSTRALIA,18.0,M,N,fishing,Unprovoked
February,,28.0,M,N,fishing,Unprovoked
February,,24.0,M,N,other activity,Unprovoked
February,USA,,M,,other activity,
January,,41.0,M,N,swimming,Unprovoked
January,AUSTRALIA,32.0,F,Y,Close to the water,Unprovoked
January,AUSTRALIA,25.0,M,,swimming,
January,SOUTH AFRICA,,,N,fishing,
January,NEW ZEALAND,14.0,,N,fishing,Provoked
January,SOUTH AFRICA,,M,N,fishing,Provoked
January,SOUTH AFRICA,27.0,M,N,swimming,Unprovoked
January,SOUTH AFRICA,24.0,M,N,fishing,Unprovoked
January,AUSTRALIA,,,N,fishing,Provoked
January,,,,N,other activity,
,,,,,other activity,Unprovoked
,,,M,Y,fishing,Unprovoked
December,SOUTH AFRICA,,M,N,swimming,Provoked
December,AUSTRALIA,16.0,M,Y,fishing,Unprovoked
December,SOUTH AFRICA,,,N,fishing,
November,AUSTRALIA,26.0,M,N,swimming,Unprovoked
November,AUSTRALIA,,M,,other activity,
November,USA,24.0,M,N,swimming,Unprovoked
November,AUSTRALIA,,,N,fishing,
November,,,M,N,other activity,
October,SOUTH AFRICA,30.0,M,N,fishing,Unprovoked
October,,32.0,M,Y,Close to the water,Unprovoked
October,,26.0,M,N,other activity,Unprovoked
October,AUSTRALIA,,M,N,other activity,
October,USA,43.0,F,,fishing,
October,,1.0,M,Y,Close to the water,Unprovoked
September,,24.0,M,N,fishing,Unprovoked
September,,20.0,M,N,swimming,Unprovoked
September,,29.0,M,Y,other activity,Unprovoked
September,,28.0,M,Y,fishing,Unprovoked
August,,,M,,fishing,Provoked
August,,,M,N,other activity,
August,PAPUA NEW GUINEA,49.0,M,N,fishing,Provoked
August,USA,39.0,M,N,swimming,Provoked
August,USA,,,N,other activity,
August,SOUTH AFRICA,,,N,fishing,
August,USA,40.0,M,Y,fishing,Unprovoked
August,USA,24.0,M,N,Close to the water,Unprovoked
August,PAPUA NEW GUINEA,,M,Y,fishing,Unprovoked
August,,,M,N,swimming,Unprovoked
August,,23.0,M,N,fishing,Unprovoked
July,USA,21.0,M,N,Close to the water,Unprovoked
July,,20.0,M,N,other activity,Provoked
July,USA,19.0,M,N,fishing,Provoked
July,USA,41.0,M,N,other activity,Unprovoked
July,USA,13.0,M,N,other activity,Unprovoked
July,,,,,other activity,
June,USA,,M,,other activity,
June,SOUTH AFRICA,,,N,other activity,
June,USA,11.0,M,N,other activity,Unprovoked
June,USA,31.0,M,N,other activity,Unprovoked
June,USA,32.0,M,Y,other activity,Unprovoked
June,USA,35.0,M,Y,other activity,Unprovoked
June,PAPUA NEW GUINEA,,M,Y,Close to the water,Unprovoked
June,USA,13.0,M,N,Close to the water,Unprovoked
June,AUSTRALIA,,,N,fishing,
June,USA,55.0,M,N,swimming,Provoked
June,USA,31.0,M,N,swimming,Unprovoked
May,USA,17.0,M,N,other activity,Unprovoked
May,USA,,,Y,other activity,
May,,,,N,fishing,
April,AUSTRALIA,,,N,fishing,Provoked
April,,16.0,M,N,swimming,Unprovoked
April,SOUTH AFRICA,13.0,M,N,Close to the water,Unprovoked
April,SOUTH AFRICA,,,N,fishing,Provoked
March,NEW ZEALAND,,M,N,other activity,Provoked
March,AUSTRALIA,,,N,fishing,
March,PAPUA NEW GUINEA,10.0,M,Y,swimming,Unprovoked
February,PAPUA NEW GUINEA,,M,N,swimming,Unprovoked
February,NEW ZEALAND,15.0,M,N,swimming,Provoked
February,AUSTRALIA,,M,N,fishing,Unprovoked
February,SOUTH AFRICA,22.0,M,Y,swimming,Unprovoked
February,SOUTH AFRICA,13.0,M,Y,Close to the water,Unprovoked
February,AUSTRALIA,35.0,M,N,swimming,Unprovoked
February,NEW ZEALAND,,,,fishing,
February,,,M,Y,swimming,Unprovoked
January,NEW ZEALAND,18.0,M,N,Close to the water,Unprovoked
January,,16.0,M,,other activity,Unprovoked
January,AUSTRALIA,19.0,M,N,fishing,Provoked
January,SOUTH AFRICA,40.0,M,,fishing,
January,NEW ZEALAND,,,N,fishing,Provoked
January,NEW ZEALAND,44.0,M,N,fishing,Unprovoked
January,USA,29.0,M,N,swimming,Unprovoked
January,AUSTRALIA,,,N,fishing,Provoked
January,AUSTRALIA,19.0,M,N,surfing,Unprovoked
January,AUSTRALIA,,,N,fishing,
January,PAPUA NEW GUINEA,24.0,M,N,fishing,Unprovoked
January,NEW ZEALAND,54.0,F,N,fishing,Unprovoked
January,AUSTRALIA,,,N,fishing,
January,AUSTRALIA,25.0,M,,swimming,
January,AUSTRALIA,,,N,vessel related,Provoked
January,AUSTRALIA,,,N,surfing,Unprovoked
January,SOUTH AFRICA,,,N,fishing,
January,AUSTRALIA,,,N,fishing,Provoked
January,,57.0,M,N,fishing,Unprovoked
,,,F,N,other activity,Unprovoked
January,,,,Y,other activity,Unprovoked
,AUSTRALIA,,M,N,swimming,Unprovoked
December,AUSTRALIA,18.0,F,Y,Close to the water,Unprovoked
December,AUSTRALIA,24.0,M,N,Close to the water,Unprovoked
December,SOUTH AFRICA,18.0,M,N,Close to the water,Unprovoked
December,AUSTRALIA,23.0,M,N,fishing,Provoked
December,AUSTRALIA,,,N,fishing,
December,,20.0,M,N,Close to the water,Unprovoked
December,AUSTRALIA,22.0,M,Y,surfing,Unprovoked
December,AUSTRALIA,17.0,M,N,swimming,Unprovoked
November,,,,,other activity,
October,,,M,N,other activity,Unprovoked
October,USA,45.0,M,,swimming,
October,,,M,N,surfing,
October,USA,45.0,M,Y,other activity,Unprovoked
September,USA,16.0,M,N,other activity,Provoked
September,,19.0,M,Y,swimming,Unprovoked
September,,42.0,M,N,fishing,Provoked
September,,22.0,M,N,other activity,Unprovoked
September,,,M,N,swimming,Unprovoked
September,,35.0,M,N,fishing,Provoked
September,AUSTRALIA,,,,other activity,
August,USA,16.0,M,N,swimming,Unprovoked
August,USA,19.0,M,N,Close to the water,Unprovoked
August,,22.0,M,N,fishing,Unprovoked
August,USA,38.0,M,N,fishing,Unprovoked
August,PAPUA NEW GUINEA,,M,N,fishing,Provoked
July,USA,57.0,M,N,fishing,Provoked
July,,16.0,M,N,swimming,Unprovoked
July,AUSTRALIA,,,N,fishing,Provoked
July,,21.0,M,N,fishing,Unprovoked
July,,10.0,M,Y,fishing,Provoked
June,USA,23.0,M,Y,swimming,Unprovoked
June,USA,25.0,M,N,Close to the water,Unprovoked
June,USA,,M,N,fishing,
June,,,M,N,fishing,Unprovoked
June,PAPUA NEW GUINEA,19.0,M,N,fishing,Provoked
May,USA,20.0,M,N,swimming,Unprovoked
May,,,M,N,Close to the water,Unprovoked
May,USA,52.0,M,N,Close to the water,Unprovoked
May,AUSTRALIA,,M,N,fishing,Provoked
April,USA,10.0,M,,Close to the water,
April,AUSTRALIA,,M,N,fishing,Provoked
April,,37.0,M,N,swimming,Unprovoked
April,SOUTH AFRICA,,M,N,swimming,Provoked
April,USA,22.0,M,N,fishing,Unprovoked
April,AUSTRALIA,21.0,M,N,fishing,Provoked
April,AUSTRALIA,40.0,M,N,other activity,Unprovoked
April,,38.0,M,Y,swimming,Unprovoked
April,,,,Y,other activity,
April,AUSTRALIA,24.0,M,N,fishing,Unprovoked
April,AUSTRALIA,,M,N,fishing,Provoked
March,AUSTRALIA,24.0,M,N,fishing,Unprovoked
March,AUSTRALIA,24.0,M,N,swimming,Unprovoked
March,AUSTRALIA,,F,N,fishing,Provoked
March,AUSTRALIA,21.0,M,N,fishing,Unprovoked
March,,33.0,M,N,swimming,Unprovoked
March,SOUTH AFRICA,44.0,M,N,fishing,Provoked
March,,,M,N,swimming,Unprovoked
February,USA,30.0,M,N,other activity,Provoked
February,AUSTRALIA,,F,N,Close to the water,Unprovoked
February,,,M,Y,other activity,Unprovoked
February,SOUTH AFRICA,27.0,M,N,fishing,Unprovoked
February,SOUTH AFRICA,14.0,M,Y,swimming,Unprovoked
